ORF	clone identifier
YMR182W-A	YMR182W-A::45NP_C1
YMR183C	YMR183C::12NP_E5
YMR184W	YMR184W::12NP_E6
YMR185W	YMR185W::8EP_G3
YMR186W	YMR186W::12NP_E7
YMR187C	YMR187C::12NP_E8
YMR188C	YMR188C::12NP_E9
YMR189W	YMR189W::12NP_E10
YMR190C	YMR190C::40NP_G8
YMR193W	YMR193W::12NP_E11
YMR194C-B	YMR194C-B::45NP_C2
YMR194W	YMR194W::12NP_E12
YMR195W	YMR195W::12NP_F1
YMR196W	YMR196W::46NP_D2
YMR197C	YMR197C::8EP_G4
YMR198W	YMR198W::2NP_C8
YMR199W	YMR199W::12NP_F3
YMR200W	YMR200W::8EP_G5
YMR201C	YMR201C::12NP_F4
YMR202W	YMR202W::12NP_F5
YMR202W	YMR202W::41NP_G7
YMR203W	YMR203W::8EP_G6
YMR204C	YMR204C::12NP_F6
YMR205C	YMR205C::12NP_F7
YMR206W	YMR206W::38NP_G8
YMR208W	YMR208W::8EP_G7
YMR209C	YMR209C::31NP_D11
YMR210W	YMR210W::12NP_F8
YMR211W	YMR211W::8EP_G8
YMR213W	YMR213W::8EP_G9
YMR214W	YMR214W::12NP_F9
YMR215W	YMR215W::40NP_G10
YMR216C	YMR216C::40NP_G11
YMR217W	YMR217W::12NP_F10
YMR218C	YMR218C::8EP_G10
YMR220W	YMR220W::8EP_G11
YMR221C	YMR221C::38NP_G9
YMR222C	YMR222C::38NP_G10
YMR223W	YMR223W::12NP_F11
YMR224C	YMR224C::12NP_F12
YMR225C	YMR225C::38NP_G11
YMR226C	YMR226C::38NP_G12
YMR227C	YMR227C::8EP_G12
YMR228W	YMR228W::12NP_G1
YMR229C	YMR229C::12EP_G5
YMR230W	YMR230W::12NP_G2
YMR230W-A	YMR230W-A::45NP_C3
YMR232W	YMR232W::33NP_G2
YMR233W	YMR233W::33NP_G3
YMR234W	YMR234W::33NP_G4
YMR235C	YMR235C::8EP_H2
YMR236W	YMR236W::8EP_H3
YMR237W	YMR237W::33NP_G5
YMR238W	YMR238W::33NP_G6
YMR239C	YMR239C::8EP_H4
YMR240C	YMR240C::8EP_H5
YMR241W	YMR241W::42NP_G3
YMR242C	YMR242C::42NP_G4
YMR243C	YMR243C::42NP_G5
YMR244C-A	YMR244C-A::33NP_G8
YMR244W	YMR244W::33NP_G7
YMR246W	YMR246W::33NP_G9
YMR247C	YMR247C::33NP_G10
YMR247W-A	YMR247W-A::45NP_C4
YMR250W	YMR250W::33NP_G11
YMR251W	YMR251W::33NP_G12
YMR251W-A	YMR251W-A::33NP_H1
YMR252C	YMR252C::33NP_H2
YMR253C	YMR253C::33NP_H3
YMR255W	YMR255W::33NP_H4
YMR256C	YMR256C::33NP_H5
YMR257C	YMR257C::33NP_H6
YMR258C	YMR258C::33NP_H7
YMR260C	YMR260C::8EP_H6
YMR261C	YMR261C::33NP_H9
YMR262W	YMR262W::33NP_H10
YMR263W	YMR263W::33NP_H11
YMR264W	YMR264W::33NP_H12
YMR265C	YMR265C::34NP_A1
YMR266W	YMR266W::34NP_A2
YMR267W	YMR267W::34NP_A3
YMR268C	YMR268C::8EP_H7
YMR269W	YMR269W::34NP_A4
YMR270C	YMR270C::8EP_H8
YMR271C	YMR271C::31NP_D12
YMR272C	YMR272C::34NP_A5
YMR272W-B	YMR272W-B::45NP_C5
YMR273C	YMR273C::34NP_A6
YMR274C	YMR274C::34NP_A7
YMR275C	YMR275C::34NP_A8
YMR276W	YMR276W::34NP_A9
YMR277W	YMR277W::8EP_H9
YMR278W	YMR278W::34NP_A10
YMR279C	YMR279C::31NP_E1
YMR280C	YMR280C::34NP_A11
YMR281W	YMR281W::8EP_H10
YMR282C	YMR282C::34NP_A12
YMR283C	YMR283C::34NP_B1
YMR284W	YMR284W::34NP_B2
YMR285C	YMR285C::34NP_B3
YMR286W	YMR286W::34NP_B4
YMR287C	YMR287C::34NP_B5
YMR288W	YMR288W::8EP_H11
YMR289W	YMR289W::34NP_B6
YMR290C	YMR290C::8EP_H12
YMR291W	YMR291W::34NP_B7
YMR292W	YMR292W::34NP_C3
YMR293C	YMR293C::34NP_C4
YMR294W	YMR294W::34NP_C5
YMR295C	YMR295C::34NP_C6
YMR296C	YMR296C::9EP_A1
YMR297W	YMR297W::34NP_C7
YMR298W	YMR298W::9EP_A2
YMR299C	YMR299C::34NP_C8
YMR300C	YMR300C::46NP_D5
YMR301C	YMR301C::9EP_A3
YMR302C	YMR302C::34NP_C10
YMR303C	YMR303C::34NP_C11
YMR304W	YMR304W::34NP_C12
YMR305C	YMR305C::34NP_D1
YMR306W	YMR306W::31NP_E2
YMR307W	YMR307W::34NP_D2
YMR308C	YMR308C::12EP_G6
YMR309C	YMR309C::9EP_A5
YMR310C	YMR310C::34NP_D3
YMR311C	YMR311C::31NP_E3
YMR312W	YMR312W::31NP_E4
YMR313C	YMR313C::31NP_E5
YMR314W	YMR314W::9EP_A6
YMR315W	YMR315W::31NP_E6
YMR315W-A	YMR315W-A::45NP_C6
YMR317W	YMR317W::45NP_H1
YMR318C	YMR318C::31NP_E8
YMR322C	YMR322C::23NP_D12
YNL001W	YNL001W::42NP_H4
YNL002C	YNL002C::12EP_G7
YNL003C	YNL003C::42NP_H5
YNL004W	YNL004W::46NP_D10
YNL005C	YNL005C::39NP_A4
YNL006W	YNL006W::9EP_A8
YNL007C	YNL007C::9EP_A9
YNL008C	YNL008C::39NP_A5
YNL009W	YNL009W::39NP_A6
YNL010W	YNL010W::35NP_E11
YNL011C	YNL011C::47NP_C5
YNL012W	YNL012W::39NP_A7
YNL015W	YNL015W::35NP_E12
YNL016W	YNL016W::35NP_F1
YNL018C	YNL018C::3NP_E6
YNL020C	YNL020C::35NP_F2
YNL021W	YNL021W::35NP_F3
YNL022C	YNL022C::35NP_F4
YNL023C	YNL023C::35NP_F5
YNL024C	YNL024C::35NP_F6
YNL024C-A	YNL024C-A::11EP_G9
YNL025C	YNL025C::35NP_F7
YNL026W	YNL026W::9EP_A10
YNL027W	YNL027W::35NP_F8
YNL029C	YNL029C::35NP_F9
YNL030W	YNL030W::35NP_F10
YNL031C	YNL031C::35NP_F11
YNL032W	YNL032W::39NP_A8
YNL034W	YNL034W::35NP_F12
YNL035C	YNL035C::35NP_G1
YNL036W	YNL036W::11EP_G10
YNL037C	YNL037C::35NP_G2
YNL038W	YNL038W::9EP_A11
YNL039W	YNL039W::9EP_A12
YNL040W	YNL040W::35NP_G3
YNL041C	YNL041C::35NP_G4
YNL042W-B	YNL042W-B::45NP_C7
YNL044W	YNL044W::35NP_G5
YNL045W	YNL045W::35NP_G6
YNL046W	YNL046W::35NP_G7
YNL047C	YNL047C::3NP_E7
YNL049C	YNL049C::35NP_G8
YNL050C	YNL050C::35NP_G9
YNL052W	YNL052W::18NP_C1
YNL053W	YNL053W::3NP_E8
YNL054W	YNL054W::40NP_H4
YNL055C	YNL055C::3NP_E9
YNL056W	YNL056W::18NP_C2
YNL058C	YNL058C::35NP_E9
YNL059C	YNL059C::3NP_E10
YNL061W	YNL061W::9EP_B1
YNL062C	YNL062C::9EP_B2
YNL063W	YNL063W::35NP_E8
YNL064C	YNL064C::40NP_H3
YNL065W	YNL065W::18NP_C3
YNL066W	YNL066W::18NP_C4
YNL067W	YNL067W::42NP_A6
YNL067W-B	YNL067W-B::45NP_C8
YNL069C	YNL069C::3NP_E11
YNL070W	YNL070W::18NP_C5
YNL071W	YNL071W::39NP_E4
YNL072W	YNL072W::18NP_C6
YNL073W	YNL073W::18NP_C7
YNL074C	YNL074C::18NP_C8
YNL075W	YNL075W::9EP_B3
YNL076W	YNL076W::18NP_C9
YNL077W	YNL077W::35NP_E7
YNL078W	YNL078W::18NP_C10
YNL079C	YNL079C::18NP_C11
YNL080C	YNL080C::18NP_C12
YNL081C	YNL081C::35NP_E6
YNL082W	YNL082W::39NP_E5
YNL084C	YNL084C::35NP_E5
YNL085W	YNL085W::18NP_D2
YNL087W	YNL087W::39NP_E6
YNL088W	YNL088W::9EP_B4
YNL090W	YNL090W::18NP_D3
YNL090W	YNL090W::44NP_B11
YNL092W	YNL092W::35NP_E4
YNL093W	YNL093W::18NP_D4
YNL094W	YNL094W::42NP_H3
YNL095C	YNL095C::18NP_D5
YNL096C	YNL096C::3NP_F1
YNL097C	YNL097C::18NP_D6
YNL098C	YNL098C::35NP_E3
YNL099C	YNL099C::18NP_D7
YNL100W	YNL100W::42NP_A8
YNL101W	YNL101W::35NP_E2
YNL102W	YNL102W::9EP_B5
YNL103W	YNL103W::9EP_B6
YNL104C	YNL104C::18NP_D8
YNL107W	YNL107W::18NP_D9
YNL108C	YNL108C::35NP_E1
YNL110C	YNL110C::9EP_B7
YNL111C	YNL111C::3NP_F2
YNL112W	YNL112W::13EP_D4
YNL113W	YNL113W::9EP_B9
YNL115C	YNL115C::18NP_D10
YNL116W	YNL116W::35NP_D12
YNL117W	YNL117W::42NP_H2
YNL118C	YNL118C::9EP_B10
YNL119W	YNL119W::18NP_D11
YNL121C	YNL121C::39NP_E7
YNL122C	YNL122C::35NP_D11
YNL123W	YNL123W::35NP_D10
YNL124W	YNL124W::9EP_B11
YNL125C	YNL125C::18NP_D12
YNL126W	YNL126W::9EP_B12
YNL127W	YNL127W::35NP_D9
YNL128W	YNL128W::35NP_D8
YNL129W	YNL129W::35NP_D7
YNL130C	YNL130C::18NP_E1
YNL130C-A	YNL130C-A::45NP_C9
YNL131W	YNL131W::9EP_C1
YNL132W	YNL132W::9EP_C2
YNL133C	YNL133C::42NP_H1
YNL134C	YNL134C::35NP_D6
YNL135C	YNL135C::35NP_D5
YNL137C	YNL137C::9EP_C3
YNL138W	YNL138W::23NP_E1
YNL138W-A	YNL138W-A::11EP_G11
YNL139C	YNL139C::35NP_D3
YNL141W	YNL141W::42NP_G12
YNL142W	YNL142W::39NP_F7
YNL144C	YNL144C::42NP_G11
YNL145W	YNL145W::35NP_D2
YNL146C-A	YNL146C-A::45NP_C10
YNL146W	YNL146W::42NP_G10
YNL147W	YNL147W::3NP_F3
YNL147W	YNL147W::44NP_C1
YNL148C	YNL148C::35NP_D1
YNL149C	YNL149C::9EP_C4
YNL151C	YNL151C::9EP_C5
YNL152W	YNL152W::9EP_C6
YNL153C	YNL153C::35NP_C12
YNL154C	YNL154C::35NP_C11
YNL155W	YNL155W::35NP_C10
YNL156C	YNL156C::35NP_C9
YNL157W	YNL157W::35NP_C8
YNL158W	YNL158W::9EP_C7
YNL159C	YNL159C::35NP_C7
YNL160W	YNL160W::35NP_C6
YNL161W	YNL161W::9EP_C8
YNL162W	YNL162W::9EP_C9
YNL162W-A	YNL162W-A::45NP_C11
YNL163C	YNL163C::9EP_C10
YNL164C	YNL164C::35NP_C5
YNL167C	YNL167C::35NP_C3
YNL168C	YNL168C::35NP_C2
YNL169C	YNL169C::35NP_C1
YNL172W	YNL172W::9EP_C11
YNL173C	YNL173C::39NP_A2
YNL175C	YNL175C::35NP_B12
YNL176C	YNL176C::35NP_B11
YNL177C	YNL177C::35NP_B10
YNL178W	YNL178W::12EP_G9
YNL180C	YNL180C::35NP_B9
YNL181W	YNL181W::9EP_D1
YNL182C	YNL182C::9EP_D2
YNL183C	YNL183C::35NP_B8
YNL185C	YNL185C::35NP_B7
YNL187W	YNL187W::35NP_B6
YNL188W	YNL188W::9EP_D3
YNL189W	YNL189W::9EP_D4
YNL190W	YNL190W::35NP_B5
YNL191W	YNL191W::35NP_B4
YNL192W	YNL192W::35NP_B3
YNL194C	YNL194C::35NP_B2
YNL195C	YNL195C::35NP_B1
YNL196C	YNL196C::35NP_A12
YNL199C	YNL199C::35NP_A10
YNL200C	YNL200C::35NP_A9
YNL201C	YNL201C::35NP_A8
YNL202W	YNL202W::35NP_A7
YNL204C	YNL204C::35NP_A6
YNL206C	YNL206C::35NP_A5
YNL207W	YNL207W::9EP_D5
YNL209W	YNL209W::45NP_C12
YNL210W	YNL210W::35NP_A4
YNL211C	YNL211C::35NP_A3
YNL212W	YNL212W::35NP_A2
YNL213C	YNL213C::35NP_A1
YNL214W	YNL214W::34NP_H12
YNL215W	YNL215W::34NP_H11
YNL216W	YNL216W::9EP_D6
YNL217W	YNL217W::34NP_H10
YNL218W	YNL218W::34NP_H9
YNL219C	YNL219C::40NP_H2
YNL220W	YNL220W::3NP_F4
YNL221C	YNL221C::9EP_D7
YNL222W	YNL222W::9EP_D8
YNL223W	YNL223W::34NP_H8
YNL224C	YNL224C::34NP_H7
YNL225C	YNL225C::34NP_H6
YNL229C	YNL229C::34NP_H5
YNL230C	YNL230C::34NP_H4
YNL231C	YNL231C::42NP_G9
YNL232W	YNL232W::9EP_D9
YNL233W	YNL233W::34NP_H3
YNL236W	YNL236W::40NP_H1
YNL237W	YNL237W::34NP_H1
YNL238W	YNL238W::34NP_G12
YNL239W	YNL239W::34NP_G11
YNL240C	YNL240C::9EP_D10
YNL241C	YNL241C::34NP_G10
YNL243W	YNL243W::46NP_D8
YNL244C	YNL244C::9EP_D11
YNL245C	YNL245C::9EP_D12
YNL246W	YNL246W::34NP_G7
YNL248C	YNL248C::39NP_A1
YNL249C	YNL249C::38NP_H12
YNL251C	YNL251C::12EP_G11
YNL252C	YNL252C::31NP_E9
YNL253W	YNL253W::38NP_H11
YNL254C	YNL254C::42NP_G8
YNL255C	YNL255C::38NP_H10
YNL256W	YNL256W::9EP_E3
YNL257C	YNL257C::34NP_G6
YNL258C	YNL258C::9EP_E4
YNL259C	YNL259C::34NP_G5
YNL260C	YNL260C::9EP_E5
YNL261W	YNL261W::9EP_E6
YNL262W	YNL262W::9EP_E7
YNL263C	YNL263C::9EP_E8
YNL264C	YNL264C::34NP_G4
YNL265C	YNL265C::34NP_G3
YNL267W	YNL267W::9EP_E9
YNL269W	YNL269W::34NP_G2
YNL270C	YNL270C::34NP_G1
YNL271C	YNL271C::34NP_F12
YNL272C	YNL272C::9EP_E10
YNL274C	YNL274C::3NP_D7
YNL275W	YNL275W::34NP_F10
YNL277W	YNL277W::34NP_F9
YNL277W-A	YNL277W-A::45NP_D1
YNL278W	YNL278W::34NP_F8
YNL279W	YNL279W::31NP_E10
YNL280C	YNL280C::34NP_F7
YNL281W	YNL281W::34NP_F6
YNL282W	YNL282W::12EP_G12
YNL283C	YNL283C::38NP_H9
YNL284C	YNL284C::3NP_F6
YNL286W	YNL286W::38NP_H8
YNL287W	YNL287W::9EP_E12
YNL288W	YNL288W::34NP_F5
YNL289W	YNL289W::38NP_H7
YNL290W	YNL290W::9EP_F1
YNL291C	YNL291C::34NP_F4
YNL292W	YNL292W::34NP_F3
YNL293W	YNL293W::34NP_F2
YNL294C	YNL294C::34NP_F1
YNL295W	YNL295W::38NP_H6
YNL298W	YNL298W::34NP_E11
YNL299W	YNL299W::34NP_E10
YNL301C	YNL301C::34NP_E9
YNL302C	YNL302C::34NP_E8
YNL304W	YNL304W::34NP_E7
YNL305C	YNL305C::40NP_G12
YNL306W	YNL306W::9EP_F2
YNL307C	YNL307C::42NP_G7
YNL308C	YNL308C::9EP_F3
YNL309W	YNL309W::38NP_H5
YNL310C	YNL310C::9EP_F4
YNL311C	YNL311C::34NP_E6
YNL312W	YNL312W::9EP_F5
YNL313C	YNL313C::9EP_F6
YNL314W	YNL314W::34NP_E5
YNL315C	YNL315C::39NP_F8
YNL316C	YNL316C::31NP_E11
YNL317W	YNL317W::9EP_F7
YNL318C	YNL318C::34NP_E4
YNL320W	YNL320W::34NP_E3
YNL321W	YNL321W::34NP_E2
YNL322C	YNL322C::34NP_E1
YNL323W	YNL323W::38NP_H4
YNL325C	YNL325C::38NP_H3
YNL326C	YNL326C::34NP_D12
YNL327W	YNL327W::34NP_D11
YNL328C	YNL328C::38NP_H2
YNL329C	YNL329C::34NP_D10
YNL330C	YNL330C::46NP_D6
YNL331C	YNL331C::38NP_H1
YNL332W	YNL332W::42NP_G6
YNL333W	YNL333W::34NP_D8
YNL334C	YNL334C::34NP_D7
YNL335W	YNL335W::34NP_D6
YNL336W	YNL336W::34NP_D5
YNR001C	YNR001C::35NP_G10
YNR002C	YNR002C::35NP_G11
YNR003C	YNR003C::9EP_F8
YNR004W	YNR004W::35NP_G12
YNR006W	YNR006W::35NP_H1
YNR007C	YNR007C::46NP_D11
YNR008W	YNR008W::35NP_H3
YNR009W	YNR009W::35NP_H4
YNR010W	YNR010W::35NP_H5
YNR011C	YNR011C::9EP_F9
YNR012W	YNR012W::35NP_H6
YNR013C	YNR013C::35NP_H7
YNR014W	YNR014W::42NP_H6
YNR015W	YNR015W::35NP_H8
YNR016C	YNR016C::9EP_F10
YNR017W	YNR017W::9EP_F11
YNR018W	YNR018W::35NP_H9
YNR019W	YNR019W::35NP_H10
YNR020C	YNR020C::35NP_H11
YNR021W	YNR021W::42NP_H7
YNR022C	YNR022C::35NP_H12
YNR023W	YNR023W::36NP_A1
YNR024W	YNR024W::36NP_A2
YNR026C	YNR026C::9EP_F12
YNR027W	YNR027W::36NP_A3
YNR028W	YNR028W::36NP_A4
YNR029C	YNR029C::36NP_A5
YNR030W	YNR030W::36NP_A6
YNR031C	YNR031C::36NP_A7
YNR032C-A	YNR032C-A::14NP_F11
YNR032W	YNR032W::36NP_A8
YNR033W	YNR033W::3NP_F7
YNR034W	YNR034W::36NP_A9
YNR035C	YNR035C::9EP_G1
YNR036C	YNR036C::36NP_A10
YNR037C	YNR037C::36NP_A11
YNR038W	YNR038W::9EP_G2
YNR039C	YNR039C::36NP_A12
YNR040W	YNR040W::36NP_B1
YNR041C	YNR041C::36NP_B2
YNR043W	YNR043W::9EP_G3
YNR045W	YNR045W::42NP_H8
YNR046W	YNR046W::9EP_G4
YNR047W	YNR047W::36NP_B3
YNR048W	YNR048W::36NP_B4
YNR050C	YNR050C::47NP_A10
YNR051C	YNR051C::14NP_F12
YNR052C	YNR052C::44NP_B10
YNR053C	YNR053C::9EP_G5
YNR054C	YNR054C::9EP_G6
YNR055C	YNR055C::17NP_G2
YNR057C	YNR057C::14NP_G2
YNR058W	YNR058W::14NP_G3
YNR059W	YNR059W::14NP_G4
YNR060W	YNR060W::14NP_G5
YNR061C	YNR061C::14NP_G6
YNR062C	YNR062C::14NP_G7
YNR063W	YNR063W::14NP_G8
YNR064C	YNR064C::14NP_G9
YNR065C	YNR065C::14NP_G10
YNR066C	YNR066C::14NP_G11
YNR067C	YNR067C::14NP_G12
YNR068C	YNR068C::14NP_H1
YNR069C	YNR069C::17NP_G3
YNR071C	YNR071C::47NP_A12
YNR072W	YNR072W::21NP_D9
YNR073C	YNR073C::21NP_D10
YNR074C	YNR074C::21NP_D11
YNR075W	YNR075W::21NP_D12
YOL001W	YOL001W::12NP_G5
YOL002C	YOL002C::39NP_A11
YOL003C	YOL003C::12NP_G6
YOL005C	YOL005C::9EP_G7
YOL006C	YOL006C::12NP_G7
YOL007C	YOL007C::46NP_H9
YOL008W	YOL008W::12NP_G8
YOL009C	YOL009C::12NP_G9
YOL010W	YOL010W::9EP_G8
YOL011W	YOL011W::12NP_G10
YOL012C	YOL012C::12NP_G11
YOL013C	YOL013C::12NP_G12
YOL013W-A	YOL013W-A::21NP_E1
YOL014W	YOL014W::39NP_A12
YOL015W	YOL015W::12NP_H1
YOL016C	YOL016C::31NP_E12
YOL017W	YOL017W::46NP_H10
YOL018C	YOL018C::12NP_H2
YOL019W	YOL019W::12NP_H3
YOL019W-A	YOL019W-A::45NP_D2
YOL020W	YOL020W::12NP_H4
YOL021C	YOL021C::9EP_G9
YOL022C	YOL022C::9EP_G10
YOL023W	YOL023W::12NP_H5
YOL024W	YOL024W::12NP_H6
YOL025W	YOL025W::12NP_H7
YOL026C	YOL026C::9EP_G11
YOL027C	YOL027C::12NP_H8
YOL029C	YOL029C::12NP_H10
YOL030W	YOL030W::12NP_H11
YOL031C	YOL031C::12NP_H12
YOL032W	YOL032W::13NP_A1
YOL033W	YOL033W::13NP_A2
YOL034W	YOL034W::9EP_G12
YOL036W	YOL036W::13NP_A3
YOL038C-A	YOL038C-A::45NP_D3
YOL038W	YOL038W::9EP_H1
YOL039W	YOL039W::13NP_A4
YOL040C	YOL040C::9EP_H2
YOL041C	YOL041C::13NP_A5
YOL042W	YOL042W::13NP_A6
YOL043C	YOL043C::13NP_A7
YOL044W	YOL044W::13NP_A8
YOL045W	YOL045W::41NP_A3
YOL047C	YOL047C::13NP_A9
YOL048C	YOL048C::13NP_A10
YOL049W	YOL049W::13NP_A11
YOL051W	YOL051W::13NP_A12
YOL052C	YOL052C::13NP_B1
YOL053W	YOL053W::13NP_B2
YOL054W	YOL054W::13NP_B3
YOL055C	YOL055C::13NP_B4
YOL056W	YOL056W::13NP_B5
YOL057W	YOL057W::13NP_B6
YOL058W	YOL058W::13NP_B7
YOL059W	YOL059W::13NP_B8
YOL060C	YOL060C::46NP_H11
YOL061W	YOL061W::39NP_B1
YOL062C	YOL062C::13NP_B9
YOL063C	YOL063C::13NP_B10
YOL065C	YOL065C::13NP_B12
YOL066C	YOL066C::9EP_H3
YOL068C	YOL068C::46NP_H12
YOL069W	YOL069W::12EP_H1
YOL070C	YOL070C::13NP_C2
YOL071W	YOL071W::13NP_C3
YOL072W	YOL072W::13NP_C4
YOL073C	YOL073C::45NP_D4
YOL075C	YOL075C::41NP_A4
YOL076W	YOL076W::13NP_C5
YOL077C	YOL077C::9EP_H5
YOL077W-A	YOL077W-A::45NP_D5
YOL078W	YOL078W::9EP_H6
YOL080C	YOL080C::13NP_C6
YOL082W	YOL082W::13NP_C8
YOL084W	YOL084W::39NP_B2
YOL086C	YOL086C::21NP_E2
YOL086W-A	YOL086W-A::45NP_D6
YOL087C	YOL087C::21NP_E3
YOL088C	YOL088C::21NP_E4
YOL089C	YOL089C::21NP_E5
YOL090W	YOL090W::21NP_E6
YOL091W	YOL091W::21NP_E7
YOL092W	YOL092W::21NP_E8
YOL093W	YOL093W::21NP_E9
YOL094C	YOL094C::9EP_H7
YOL095C	YOL095C::21NP_E10
YOL096C	YOL096C::21NP_E11
YOL097C	YOL097C::9EP_H8
YOL097W-A	YOL097W-A::45NP_D7
YOL098C	YOL098C::21NP_E12
YOL100W	YOL100W::21NP_F1
YOL101C	YOL101C::41NP_E7
YOL102C	YOL102C::9EP_H9
YOL103W	YOL103W::21NP_F2
YOL104C	YOL104C::21NP_F3
YOL105C	YOL105C::21NP_F4
YOL107W	YOL107W::21NP_F5
YOL108C	YOL108C::21NP_F6
YOL109W	YOL109W::21NP_F7
YOL110W	YOL110W::41NP_E8
YOL111C	YOL111C::21NP_F8
YOL112W	YOL112W::21NP_F9
YOL113W	YOL113W::21NP_F10
YOL114C	YOL114C::21NP_F11
YOL115W	YOL115W::21NP_F12
YOL116W	YOL116W::21NP_G1
YOL117W	YOL117W::21NP_G2
YOL119C	YOL119C::21NP_G3
YOL120C	YOL120C::9EP_H10
YOL121C	YOL121C::21NP_G4
YOL122C	YOL122C::21NP_G5
YOL123W	YOL123W::9EP_H11
YOL124C	YOL124C::21NP_G6
YOL125W	YOL125W::17NP_G4
YOL126C	YOL126C::21NP_G7
YOL127W	YOL127W::9EP_H12
YOL128C	YOL128C::21NP_G8
YOL129W	YOL129W::21NP_G9
YOL131W	YOL131W::21NP_G10
YOL132W	YOL132W::21NP_G11
YOL133W	YOL133W::10EP_A2
YOL135C	YOL135C::10EP_A3
YOL136C	YOL136C::21NP_G12
YOL137W	YOL137W::21NP_H1
YOL138C	YOL138C::21NP_H2
YOL139C	YOL139C::10EP_A4
YOL140W	YOL140W::45NP_D8
YOL141W	YOL141W::3NP_D8
YOL142W	YOL142W::11EP_G12
YOL143C	YOL143C::3NP_D9
YOL144W	YOL144W::10EP_A5
YOL145C	YOL145C::45NP_D9
YOL146W	YOL146W::10EP_A6
YOL147C	YOL147C::17NP_G5
YOL151W	YOL151W::39NP_F9
YOL152W	YOL152W::23NP_E2
YOL154W	YOL154W::45NP_D10
YOL155C	YOL155C::39NP_F10
YOL158C	YOL158C::3NP_D10
YOL159C	YOL159C::3NP_D11
YOL159C-A	YOL159C-A::45NP_D11
YOL162W	YOL162W::3NP_D12
YOL163W	YOL163W::3NP_E1
YOL164W	YOL164W::45NP_D12
YOL164W-A	YOL164W-A::45NP_E1
YOR001W	YOR001W::10NP_A1
YOR002W	YOR002W::10NP_A2
YOR003W	YOR003W::10NP_A3
YOR004W	YOR004W::10EP_A8
YOR005C	YOR005C::10NP_A4
YOR006C	YOR006C::10NP_A5
YOR007C	YOR007C::10NP_A6
YOR008C-A	YOR008C-A::3NP_E2
YOR009W	YOR009W::10NP_A8
YOR010C	YOR010C::10NP_A9
YOR011W	YOR011W::10NP_A10
YOR012W	YOR012W::10NP_A11
YOR014W	YOR014W::10NP_A12
YOR016C	YOR016C::10NP_B1
YOR020C	YOR020C::10EP_A9
YOR020W-A	YOR020W-A::45NP_E2
YOR022C	YOR022C::10NP_B2
YOR023C	YOR023C::10NP_B3
YOR025W	YOR025W::10NP_B4
YOR026W	YOR026W::10NP_B5
YOR026W	YOR026W::41NP_H7
YOR027W	YOR027W::10NP_B6
YOR028C	YOR028C::10NP_B7
YOR030W	YOR030W::10NP_B8
YOR031W	YOR031W::10NP_B9
YOR033C	YOR033C::10NP_B10
YOR034C	YOR034C::10NP_B11
YOR034C-A	YOR034C-A::45NP_E3
YOR035C	YOR035C::10NP_B12
YOR036W	YOR036W::10NP_C1
YOR037W	YOR037W::10NP_C2
YOR038C	YOR038C::46NP_D12
YOR039W	YOR039W::10NP_C4
YOR040W	YOR040W::10NP_C5
YOR042W	YOR042W::10NP_C6
YOR043W	YOR043W::10NP_C7
YOR044W	YOR044W::10NP_C8
YOR045W	YOR045W::10NP_C9
YOR046C	YOR046C::10EP_A10
YOR047C	YOR047C::10NP_C10
YOR048C	YOR048C::10EP_A11
YOR049C	YOR049C::10NP_C11
YOR051C	YOR051C::10NP_C12
YOR052C	YOR052C::10NP_D1
YOR054C	YOR054C::10NP_D2
YOR056C	YOR056C::10EP_A12
YOR057W	YOR057W::10EP_B1
YOR058C	YOR058C::10NP_D3
YOR059C	YOR059C::10NP_D4
YOR060C	YOR060C::10EP_B2
YOR061W	YOR061W::10NP_D5
YOR062C	YOR062C::10NP_D6
YOR063W	YOR063W::10EP_B3
YOR064C	YOR064C::10NP_D7
YOR065W	YOR065W::10NP_D8
YOR066W	YOR066W::10NP_D9
YOR068C	YOR068C::10NP_D11
YOR069W	YOR069W::10NP_D12
YOR070C	YOR070C::10NP_E1
YOR071C	YOR071C::10NP_E2
YOR073W	YOR073W::10NP_E3
YOR074C	YOR074C::12EP_H2
YOR075W	YOR075W::10EP_B5
YOR076C	YOR076C::40NP_H5
YOR077W	YOR077W::10EP_B6
YOR078W	YOR078W::10NP_E4
YOR079C	YOR079C::10NP_E5
YOR080W	YOR080W::10NP_E6
YOR081C	YOR081C::10NP_E7
YOR083W	YOR083W::46NP_E1
YOR084W	YOR084W::10NP_E9
YOR085W	YOR085W::10NP_E10
YOR086C	YOR086C::10NP_E11
YOR087W	YOR087W::10NP_E12
YOR087W	YOR087W::41NP_H9
YOR089C	YOR089C::10NP_F1
YOR090C	YOR090C::10NP_F2
YOR092W	YOR092W::10NP_F3
YOR093C	YOR093C::10NP_F4
YOR094W	YOR094W::10NP_F5
YOR095C	YOR095C::10EP_B7
YOR096W	YOR096W::31NP_F1
YOR097C	YOR097C::10NP_F6
YOR098C	YOR098C::10EP_B8
YOR099W	YOR099W::10NP_F7
YOR100C	YOR100C::10NP_F8
YOR101W	YOR101W::10NP_F9
YOR103C	YOR103C::10EP_B9
YOR104W	YOR104W::10NP_F10
YOR106W	YOR106W::10NP_F11
YOR107W	YOR107W::10NP_F12
YOR108W	YOR108W::10NP_G1
YOR110W	YOR110W::10EP_B10
YOR111W	YOR111W::10NP_G3
